id_municipio,2017,Ideb
2403301,4.4,4.8
2403400,5.4,5
2403509,3.7,3.4
2403608,4.2,4.4
2403707,5.2,5.7
2403756,4,4.5
2403806,4.9,4.9
2403905,4.5,5.6
2404002,4.2,4.7
2404101,4,-
2404200,4.8,5.1
2404309,4.4,4.1
2404408,4.4,4.4
2404507,4.4,4.4
2404606,4.7,4.5
2404705,3.6,3.3
2404804,6.2,-
2404853,4.2,4.6
2404903,5.5,4.6
2405009,5.6,5.3
2405108,3.8,4.2
2405207,4.2,5
2405306,3.8,5.8
2405405,4,4.1
2405504,3.9,4.1
2405603,4.7,4.8
2405702,5.1,5.3
2405801,3.8,4.1
2405900,3.1,-
2406007,4.1,4.2
2406106,4.6,4.7
2406155,3.5,3.7
2406205,3.4,3.9
2406304,3.8,4.6
2406403,4,3.9
2406502,4.9,5.2
2406601,3.7,4.6
2406700,5.4,5.3
2406809,3.9,4.6
2406908,5.1,5.2
2407005,4.7,4
2407104,4.3,4.3
2407203,4,4.2
2407252,4.7,4.2
2407302,3.9,4.4
2407401,4.7,5.2
2407500,4,4.3
2407609,4.2,4.1
2407708,4.4,4.8
2407807,4.1,4.7
2407906,-,3.8
2408003,5.3,5.6
2408102,4.8,4.9
2408201,4.2,4.2
2408300,3.9,4
2408409,4.4,4.6
2408508,4.9,4.5
2408607,4.1,5.1
2408706,3.7,2.9
2408805,3.8,4.8
2408904,5.4,5.6
2408953,3.5,3.9
2409100,4.3,4.9
2409209,4,4.3
2409308,4.3,4.8
2409332,4.6,-
2409407,5,5.2
2409506,4.7,4.1
2409605,3.6,3.4
2409704,3.9,4
2409803,4.1,4
2409902,4.1,4.4
2410009,4.6,4.8
2410108,3.8,3.6
2410207,4.7,5
2410256,3.4,3.5
2410306,4.1,4.2
2410405,3.7,4
2410504,4,5.2
2410603,5.1,5.2
2410702,5.4,5.3
2410801,4.6,4.6
2410900,3.7,4.1
2411007,4.7,4.4
2411056,4.7,5.1
2411106,5.4,6.1
2411205,4.2,4.3
2411403,4.5,4.9
2411429,6,6
2411502,4.2,4.8
2411601,3.8,3.7
2411700,4.8,4.5
2411809,5.3,5.9
2411908,4.6,5.1
2412005,4,4.5
2412104,5.6,5.7
2412203,4,4.5
2412302,3.8,4.4
2412401,5.6,5.8
2412500,5.2,5.1
2412559,4.5,4.8
2412609,4.2,4.6
2412708,4.7,-
2412807,3.8,4.6
2412906,4.1,4.5
2413003,5.2,5
2413102,3.8,3.9
2413201,3.8,3.3
2413300,4.6,4.3
2413359,4.5,4.5
2413409,5,4.3
2413508,5,5.6
2413557,5,4.3
2413607,4.9,5.2
2413706,4.2,4.9
2413805,5.1,-
2413904,3.5,4.3
2414001,4.2,4.1
2414100,4.5,5
2414159,4.7,4.6
2414209,4.2,4.7
2414308,4.1,-
2414407,4.2,4.1
2414456,3.9,3.5
2414506,3.8,4.9
2414605,4.3,4.7
2414704,3.3,3.5
2414753,4.3,4.3
2414803,3.8,4.1
2414902,4.9,6.1
2415008,3.8,4
2500106,6.1,6.1
2500205,4.8,4.8
2500304,4.3,4.7
2500403,4.7,4.8
2500502,3.8,4.5
2500536,5,5.2
2500577,4.6,5.3
2500601,3.6,4.7
2500700,4.6,4.9
2500734,5.3,4.2
2500775,4.4,5.2
2500809,3.8,3.7
2500908,4.3,4.9
2501005,4.3,4.7
2501104,4.2,4.3
2501153,-,-
2501203,5.3,6
2501302,3.9,4.2
2501351,4.7,4.6
2501401,3.8,4.1
2501500,4.5,4.9
2501534,5.3,5.7
2501575,5.4,5.4
2501609,5,5.3
2501708,4.9,5.7
2501807,4.4,4.3
2501906,4.8,5
2502003,4.8,4.8
2502052,5.3,5.2
2502102,4.1,4.1
2502151,5.9,6.6
2502201,4.2,4.3
2502300,4.9,5.5
2502409,3.8,4.5
2502508,4.6,4.7
2502607,4.4,4.8
2502706,3.7,-
2502805,5.1,5.6
2502904,4.3,4.8
2503001,4,3.8
2503100,6.5,6.1
2503209,4.8,5
2503308,3.5,4.8
2503407,4.7,5.1
2503506,4.8,5.3
2503555,3.7,3.9
2503605,4.1,4
2503704,4.8,5.3
2503753,5.3,5.4
2503803,3.5,4.9
2503902,4.9,5.5
2504009,5.2,5.6
2504033,3.5,4.3
2504074,5.1,4.6
2504108,5.5,5.9
2504157,4.9,4.7
2504207,4.2,4
2504306,4.6,4.6
2504355,4.8,4.4
2504405,5.2,4.7
2504504,4.5,4.7
2504603,4.2,5.3
2504702,5.3,5.7
2504801,4.5,4
2504850,7.1,6.9
2504900,3.6,3.6
2505006,4.3,5.5
2505105,5.7,5.9
2505204,3.7,3.5
2505238,3.8,3.6
2505279,4.1,5.5
2505303,4.7,5.1
2505352,4.3,5
2505402,4.5,4.3
2505501,-,-
2505600,3.8,4.6
2505709,5.6,6.5
2505808,3.7,4.4
2505907,4,4.6
2506004,5.4,5.8
2506103,4.1,4.2
2506202,5.5,6.1
2506251,5.5,4.8
2506301,4.6,4.5
2506400,3.3,3.4
2506509,5.6,5.9
2506608,4.8,5.3
2506707,4.4,4.9
2506806,3.7,4.4
2506905,4.7,4.7
2507002,4.4,4.5
2507101,4.1,4.4
2507200,3.9,4.5
2507309,4.5,4.9
2507408,4,4.7
2507507,4.9,5.3
2507606,4.2,4.4
2507705,4.4,4.7
2507804,4.4,4
2507903,4.5,4.7
2508000,5,5.3
2508109,4.7,-
2508208,4.4,4.3
2508307,4.7,5.3
2508406,4.2,5.2
2508505,5.3,5.9
2508554,4.5,5
2508604,4.2,4.5
2508703,4,4.8
2508802,5.1,5.6
2508901,3.5,4.6
2509008,5.1,5.1
2509057,2.8,2.9
2509107,4.2,4.2
2509156,4.1,4.5
2509206,4.7,4.8
2509305,4.4,4
2509339,4.2,4.4
2509370,4.9,5.4
2509396,4.8,5.2
2509404,4.3,4.7
2509503,5.8,6.1
2509602,5,-
2509701,5.9,6.4
2509800,4.4,4.8
2509909,4.2,4.7
2510006,4.3,4.8
2510105,4.5,5.2
2510204,4.5,4.4
2510303,5.8,5.3
2510402,5,5
2510501,5.3,5.8
2510600,4.7,5.1
2510659,4.3,6.1
2510709,5.1,4.7
2510808,4.7,5.1
2510907,5.2,5.6
2511004,4.8,4.6
2511103,5.4,6.1
2511202,4.8,5.2
2511301,4.1,4.2
2511400,5.6,6
2511509,3.7,4.3
2511608,4.2,4.1
2511707,3.9,4.3
2511806,4.2,4.1
2511905,4.1,4.5
2512002,4.7,5.1
2512036,4.4,5
2512077,4.7,5.3
2512101,6,6.8
2512200,6,4.8
2512309,5.8,6.3
2512408,4.6,4.7
2512507,5.3,5.6
2512606,5.4,5.8
2512705,4.8,4.8
2512721,3.8,4.1
2512747,4.9,-
2512754,3.9,4.8
2512762,4.9,4.6
2512788,3.9,4.4
2512804,5,4.7
2512903,4.2,4.3
2513000,4.4,-
2513109,-,4.5
2513158,4.3,5
2513208,5.9,6.4
2513307,5.8,6
2513356,4.4,4.6
2513406,5.6,5.3
2513505,4.9,4.8
2513604,4,4.5
2513653,5.5,5.6
2513703,4,4.1
2513802,5.2,5.4
2513851,4.5,5.2
2513901,4.4,5
2513927,5.5,5.1
2513943,6.2,6.2
2513968,4.4,5.2
2513984,6,5.7
2514008,3.9,4.9
2514107,4.5,5
2514206,4.8,5.1
2514305,5.7,5.8
2514404,3.9,4.1
2514453,3.8,4.7
2514503,5,5.2
2514552,-,-
2514602,4.1,5
2514651,5.1,4.7
2514701,5.5,5.3
2514800,5.1,5.5
2514909,5.6,6.1
2515005,3.7,-
2515104,4.8,5.2
2515203,4.7,5.6
2515302,4.5,4.5
2515401,4.8,5.8
2515500,4.5,4.8
2515609,4.4,4.5
2515708,6,6.5
2515807,3.6,4.1
2515906,4.2,4.2
2515930,4.7,4.4
2515971,5.2,4.8
2516003,4.6,4.7
2516102,4.1,4.6
2516151,4.6,4.9
2516201,4.9,5.7
2516300,4.8,5.4
2516409,4.6,4.9
2516508,4.3,4.3
2516607,5.5,5.3
2516706,4.8,4.7
2516755,4.3,4.1
2516805,4.5,3.9
2516904,4.4,4.7
2517001,3.7,4.9
2517100,6.6,6.6
2517209,5.6,6
2517407,5,5.3
2600054,4.5,5
2600104,5.5,6.1
2600203,4.6,5.1
2600302,4.4,5
2600401,4.6,4.8
2600500,5.1,4.7
2600609,4.8,4.5
2600708,3.4,4.2
2600807,4.8,5.1
2600906,4.5,4.1
2601003,4.4,5.1
2601052,4.6,4.9
2601102,4.3,4.9
2601201,5.8,5.8
2601300,6.4,6.3
2601409,4.4,3.8
2601508,4.9,4.9
2601607,4.8,5.1
2601706,4.3,4.7
2601805,4.7,5.8
2601904,5.5,5.4
2602001,4,3.8
2602100,4.6,5.1
2602209,5.1,5.4
2602308,7.2,7.1
2602407,5.2,5.7
2602506,6.1,7
2602605,4.5,4.4
2602704,4.9,4.7
2602803,4.5,4.9
2602902,4.8,5
2603009,5.1,5.1
2603108,5.1,4.7
2603207,4.9,5.2
2603306,3.9,5.5
2603405,-,5.2
2603454,5,5.1
2603504,4.6,5.2
2603603,4.7,5.2
2603702,4.8,4.7
2603801,5,5.7
2603900,6.2,6.2
2603926,4.2,4
2604007,4.7,5.2
2604106,5.2,5.5
2604155,5.2,6.8
2604205,4.1,4.2
2604304,4.9,4.6
2604403,4.1,4.5
2604502,4.2,4.1
2604601,4.3,4.7
2604700,4.1,4.3
2604809,4.7,5.4
2604908,4.7,4.5
2605004,4.7,5.4
2605103,4.7,6.3
2605152,6.2,6.4
2605202,4,4
2605301,5.1,5.5
2605400,5.2,5.5
2605459,6.2,6.2
2605509,4.3,4.6
2605608,5.1,5
2605707,4.7,4.7
2605806,4.7,4.3
2605905,3.5,4.4
2606002,4.7,5.4
2606101,4.2,4.7
2606200,4,4.3
2606309,5.5,5.1
2606408,4.2,4.8
2606507,4.6,4.7
2606606,4.8,5.9
2606705,5.1,5.3
2606804,4.6,5.1
2606903,5.2,5.9
2607000,4.1,5
2607109,5.5,5.6
2607208,4.5,4.8
2607307,4.8,5.3
2607406,4.4,5.2
2607505,4.1,5
2607604,4.8,4.7
2607653,4.3,4.2
2607703,5.3,6.5
2607752,5.1,5.9
2607802,3.6,4
2607901,5.2,5.3
2607950,4.4,4.7
2608008,3.9,4.8
2608057,4.8,5.5
2608107,4.8,6.3
2608206,4.3,4.7
2608255,5.5,5.4
2608305,5.6,5.6
2608404,4.8,5
2608453,4.5,5.3
2608503,4.5,4.8
2608602,4.5,5.2
2608701,4.6,4.6
2608750,6.3,5.2
2608800,4.7,4.9
2608909,5.4,5.8
2609006,4.5,5
2609105,4.7,7.1
2609154,3.9,4.1
2609204,4,4.6
2609303,4,4
2609402,4,4.6
2609501,4.5,4.6
2609600,4.5,5
2609709,6.3,6.7
2609808,3.8,4.4
2609907,3.8,4.2
2610004,4.8,5.1
2610103,3.5,4.1
2610202,7.1,7.6
2610301,5,5.2
2610400,4.7,4.8
2610509,5.1,5.1
2610608,4.1,4.8
2610707,4.7,5.1
2610806,4.5,5
2610905,4.5,5.6
2611002,5.4,5.4
2611101,5.8,6.2
2611200,4.9,5.3
2611309,4.2,5
2611408,3.9,4.5
2611507,4.7,4.9
2611533,6,6.2
2611606,5,5.2
2611705,4.5,4.7
2611804,4.4,4.2
2611903,3.9,5.1
2612000,5.1,5.7
2612109,5.2,5.6
2612208,5.3,5.7
2612307,5.6,5.9
2612406,5,5.1
2612455,4.9,5.3
2612471,4.9,5.7
2612505,5.3,5.2
2612554,4.7,5.4
2612604,3.9,4.3
2612703,5.2,5.1
2612802,4.8,5.1
2612901,4.4,4.3
2613008,5.6,5.6
2613107,4.8,4.8
2613206,5.1,5.2
2613305,4.5,5.4
2613404,4.2,4.2
2613503,5.3,5.3
2613602,5.8,5.9
2613701,4.2,4.6
2613800,4.4,4.1
2613909,5.1,5.7
2614006,5.1,5.1
2614105,4.7,5
2614204,4.4,4.6
2614303,4.6,4.8
2614402,5.7,6.2
2614501,5,5
2614600,5.5,6
2614709,4.2,-
2614808,5.2,5.5
2614857,4.7,5.3
2615003,5.4,5.6
2615102,5.4,5.4
2615201,5.5,5.3
2615300,5,5.2
2615409,4.4,4.3
2615508,4.7,5.7
2615607,5.3,5.7
2615706,6.2,6.3
2615805,3.9,4.7
2615904,5.7,6.2
2616001,4.7,5.6
2616100,4.1,4.3
2616183,5.1,5.4
2616209,4.4,4.6
2616308,4.5,4.9
2616407,4.2,4.2
2616506,4.8,5
2700102,4.7,4.9
2700201,4.2,5.7
2700300,5,5.4
2700409,4.2,4.6
2700508,4.2,4.5
2700607,5.2,5.4
2700706,4.8,5.5
2700805,5.8,5.5
2700904,3.8,5.8
2701001,5,5.1
2701100,5.4,6.2
2701209,5,5.6
2701308,4.6,4.9
2701357,4.1,5
2701407,6.2,7
2701506,4,4.6
2701605,4.8,5.9
2701704,4.3,5.2
2701803,4.4,5.1
2701902,4.2,5.3
2702009,4.6,5.6
2702108,4.5,4.5
2702207,4.4,5.2
2702306,8.5,8.9
2702355,4.2,4.9
2702405,4.2,4.7
2702504,5,5.6
2702553,4.6,4.6
2702603,4.6,4.1
2702702,5.2,5.6
2702801,4.9,5.3
2702900,4.1,5.1
2703007,4.6,5
2703106,4.6,4.7
2703205,4.7,5.3
2703304,5,5.3
2703403,4.8,4.7
2703502,5.1,5.3
2703601,3.1,4.3
2703700,5,5.7
2703759,7.2,8.1
2703809,4.4,4.5
2703908,4.8,4.8
2704005,6.1,7.6
2704104,4.3,5.3
2704203,5.1,5.5
2704302,5,5.3
2704401,4.4,5.8
2704500,4,4.2
2704609,4.6,5.7
2704708,4.8,5.4
2704807,4.4,4.6
2704906,5.5,5.1
2705002,4.9,4.9
2705101,4.5,5.2
2705200,5.8,6.1
2705309,4.3,4.8
2705408,3.7,-
2705507,5.1,5.8
2705606,3.6,4.9
2705705,4.4,5
2705804,4.2,4.5
2705903,4.8,4.3
2706000,4,4.8
2706109,4.3,4.6
2706208,5.3,5.1
2706307,5,5.4
2706406,4.4,4.9
2706422,5.5,5.2
2706448,4.7,4.9
2706505,3.6,4.6
2706604,4.7,5.4
2706703,5.1,5.6
2706802,5.2,4.9
2706901,4.3,4.9
2707008,6.1,5.7
2707107,4.6,5
2707206,4.2,4.4
2707305,4.6,4.8
2707404,4.5,4.4
2707503,4.5,4.9
2707602,4.7,5.7
2707701,4.8,5.1
2707800,6.3,5.5
2707909,3.8,4.9
2708006,4.1,4.3
2708105,5,7.5
2708204,4.1,4.4
2708303,5.5,6
2708402,5.3,5.4
2708501,4.6,4.6
2708600,5.3,5.8
2708709,5.4,4.7
2708808,4.4,4.7
2708907,4.4,5.3
2708956,4.7,5.1
2709004,4.4,5
2709103,5.6,5.6
2709152,6.9,8.4
2709202,3.9,4
2709301,5.2,5.9
2709400,5.7,5.8
2800100,5,5.4
2800209,4.1,4.1
2800308,4.6,4.9
2800407,4.4,4.6
2800506,4.2,4.3
2800605,4.1,4.1
2800670,4.3,4.4
2800704,3.4,3.7
2801009,4.3,4.5
2801108,5,4.1
2801207,4.1,4.3
2801306,4,4.4
2801405,4.2,4.3
2801504,4.2,4.4
2801603,4.1,4.1
2801702,4.3,4.5
2801900,3.8,3.8
2802007,3.9,4.8
2802106,3.9,4.1
2802205,3.5,3.5
2802304,3.7,3.9
2802403,4.1,4.4
2802502,3.6,3.9
2802601,5.1,4.4
2802700,3.6,4
2802809,4.2,3.7
2802908,4.6,4.6
2803005,4.9,5.7
2803104,4.1,3.6
2803203,4.3,4.2
2803302,4.9,4.9
2803401,3.9,4.1
2803500,4.4,4.9
2803609,3.8,4
2803708,4.5,4.8
2803807,4.2,5
2803906,4.1,4.2
2804003,3.5,4
2804102,4.2,4.3
2804201,3.8,3.7
2804300,3.7,4.3
2804409,3.8,4.6
2804458,4,4.3
2804508,4.3,4.7
2804607,4.2,4.1
2804706,4.1,4.2
2804805,4.6,5
2804904,3.7,3.8
2805000,3.7,4.7
2805109,3.8,3.8
2805208,4,4.6
2805307,4.6,4.3
2805406,3.6,3.8
2805505,4.9,5.2
2805604,3.5,4
2805703,4,4.2
2805802,4,4.3
2805901,3.8,4
2806008,4.3,4.5
2806107,4.3,3.8
2806206,4.1,4.3
2806305,3.9,3.9
2806404,3.9,3.8
2806503,3.5,3.8
2806602,4.5,4.5
2806701,4.1,5.1
2806800,4.7,4.5
2806909,4.2,4.4
2807006,3.4,3.7
2807105,4.4,4.7
2807204,4,4.6
2807303,4.6,4.8
2807402,4.8,4.8
2807501,4.6,4.8
2807600,4.2,4.5
2900108,5.6,5.5
2900207,4.9,5.5
2900306,3.9,3.8
2900355,5.1,5
2900405,3.7,4.2
2900504,4.2,4.4
2900603,3.8,3.9
2900702,4.2,4.7
2900801,4.8,5
2900900,3.4,4.6
2901007,5,5.3
2901106,4.3,4.6
2901155,4.9,5.1
2901205,4.6,4.9
2901304,5.7,5.9
2901353,4,4.4
2901403,4.6,4.8
2901502,5,4.5
2901601,4,4.4
2901700,4.1,-
2901809,5.1,5.3
2901908,3.4,3.3
2901957,3.9,4.2
2902005,4.5,4.7
2902054,4,4.5
2902104,3.5,4.4
2902203,4,4.8
2902252,3.4,3.7
2902302,3.8,3.3
2902401,3.8,4.1
2902500,5.1,5
2902609,4.5,4.8
2902658,4.4,5.5
2902708,4.2,4.4
2902807,5.5,6
2902906,4.1,4.1
2903003,5.9,6.2
2903102,-,4.6
2903201,5,5.1
2903235,5.1,5.2
2903276,4.4,5.2
2903300,5.2,5.4
2903409,4,4.2
2903508,4.9,4.3
2903607,3.3,-
2903706,4.6,5.2
2903805,5.1,5.5
2903904,4.8,4.4
2903953,4.7,4.7
2904001,5.2,5.5
2904050,5,5.2
2904100,5.2,5
2904209,6.1,6
2904308,5.1,5.2
2904407,4.7,4.9
2904506,4.4,5.3
2904605,6.1,6.1
2904704,4,4
2904753,4.5,4.7
2904803,5,5.4
2904852,3.8,3.7
2904902,3.8,4
2905008,6.4,6.6
2905107,4.6,4.4
2905156,4.5,4.9
2905206,5.1,5.3
2905305,4.9,4.9
2905404,4.4,4.8
2905503,3.7,4.2
2905602,3.7,4.1
2905701,4.8,5.1
2905800,4.1,4
2905909,4.1,4.2
2906006,4.4,4.7
2906105,4.3,4.8
2906204,4.4,4.8
2906303,4,4
2906402,3.8,4.4
2906501,4.7,4.9
2906600,4.9,5.2
2906709,4.3,4.4
2906808,3.5,3.9
2906824,4.2,4.2
2906857,4.9,5.1
2906873,4.4,4.6
2906899,4.1,4.5
2906907,4.8,4.7
2907004,3.8,4.8
2907103,4.4,4.7
2907202,4.2,4.3
2907301,4.4,5
2907400,5.1,4.9
2907509,4.8,5.1
2907558,4.6,4.5
2907608,4.5,4
2907707,4.6,4.9
2907806,4.4,4.7
2907905,3.7,4
2908002,4.2,4.5
2908101,4.9,5.1
2908200,4.6,4
2908309,4.3,4.1
2908408,4.3,4.6
2908507,4.5,4.5
2908606,4,3.9
2908705,6.1,6.2
2908804,5.2,5.1
2908903,3.7,4.1
2909000,6.3,6.2
2909109,5.1,5.5
2909208,4.6,4.7
2909307,4.4,4.9
2909406,4.5,5
2909505,4.7,5.3
2909604,5.1,4.9
2909703,4.9,4.8
2909802,4.7,4.8
2909901,4.9,4.9
2910008,3.9,4.5
2910057,4.5,4.7
2910107,5.3,5.4
2910206,5.7,5.1
2910305,4.6,5.1
2910404,4.5,4.7
2910503,3.9,4.1
2910602,3.7,3.5
2910701,4.1,4.3
2910727,4.4,4.5
2910750,5.4,5.2
2910776,5.8,-
2910800,4.5,4.8
2910859,4.1,4.2
2910909,4.5,5
2911006,4.2,4.3
2911105,4.5,4.9
2911204,5.3,5
2911253,4.6,4.7
2911303,5.4,5.8
2911402,4,-
2911501,4.5,4.1
2911600,4.7,4.9
2911659,4.6,4.6
2911709,4.9,5.2
2911808,4.2,4.3
2911857,4.9,4.8
2911907,4.8,4.7
2912004,6,6.1
2912103,4.7,4.2
2912202,4.4,4.5
2912301,4.9,4.9
2912400,4.8,5.3
2912509,5,6.2
2912608,4,4.7
2912707,4.4,4.6
2912806,5.1,4.9
2912905,4.2,4
2913002,5.7,6.5
2913101,4.3,4.7
2913200,4.8,4.8
2913309,4.1,4.9
2913408,4.7,5.2
2913457,4.2,4.2
2913507,4.2,4.5
2913606,4.6,4.6
2913705,3.7,3.8
2913804,3.7,4
2913903,4.4,4.7
2914000,4.4,4.4
2914109,5.4,5.3
2914208,4.8,4.5
2914307,4.3,4.4
2914406,5.6,6.1
2914505,4.6,4.6
2914604,5.5,5.9
2914653,4.3,4.3
2914703,4.7,4.7
2914802,4,4.3
2914901,4.3,4.3
2915007,5.1,4.8
2915106,4.9,4.3
2915205,4.9,4.9
2915304,3.7,4.2
2915353,4.4,4
2915403,3.7,4.2
2915502,4.1,4.2
2915601,5.2,5.5
2915700,4.4,4.4
2915809,3.6,3.4
2915908,4,5.5
2916005,5.1,5.1
2916104,4.3,4.7
2916203,4.5,5.3
2916302,4.1,3.7
2916401,4.5,4.7
2916500,4.1,4.7
2916609,4.3,5
2916708,5.4,5.4
2916807,4.5,4.6
2916856,7.1,6.9
2916906,4.1,4.8
2917003,4,4.6
2917102,4.3,4.4
2917201,5.2,5.7
2917300,4.6,4.7
2917334,4.6,4.9
2917359,5.8,5.9
2917409,6.6,6.5
2917508,4.9,4.8
2917607,4.1,4.5
2917706,4.5,4.3
2917805,4.3,4.3
2917904,4.4,4.7
2918001,4.4,4.4
2918100,3.7,4
2918209,4.9,4.7
2918308,4.1,4.7
2918357,4.7,5.3
2918407,5.4,5.7
2918456,4.6,5.2
2918506,4.8,5
2918555,4,4
2918605,5.1,5.2
2918704,4.9,5.3
2918753,4.8,5.1
2918803,4.3,4.5
2918902,4.9,-
2919009,4.2,3.8
2919058,4.6,5.9
2919108,4.2,4
2919157,4.6,5.2
2919207,4.5,4.9
2919306,4.7,4.8
2919405,6.8,7.3
2919504,5.8,5.5
2919553,5.5,5.3
2919603,4.2,4.6
2919702,5.1,5.5
2919801,5.4,5.7
2919900,4.2,4.3
2919926,5.1,5.3
2919959,5.8,5.3
2920007,4.5,4.9
2920106,4.6,4.2
2920205,3.9,5.1
2920304,5.7,6.2
2920403,4.3,4.6
2920452,5.3,4.6
2920502,4.8,5
2920601,4,4
2920700,4.1,-
2920809,4.8,5
2920908,4,3.7
2921005,5.7,5.9
2921054,5.2,5.1
2921104,5,4.8
2921203,4.6,4.7
2921302,4.2,4.5
2921401,4.6,5.2
2921450,5.1,5.8
2921500,4,4.3
2921609,4.1,3.9
2921708,4.4,5.4
2921807,6.1,6.5
2921906,5.1,5.5
2922003,4.5,5
2922052,4.3,4.8
2922102,4.8,5.3
2922201,4.4,5
2922250,4.8,4.3
2922300,3.8,4
2922409,4.2,4.8
2922508,5.1,5.2
2922607,4.4,4.7
2922656,4.1,4.7
2922706,3.8,3.6
2922730,4.5,5.2
2922755,4.5,4.4
2922805,5.4,5.5
2922854,4.3,5
2922904,4.2,4.7
2923001,5,4.9
2923035,6.4,6.6
2923050,4,3.9
2923100,4.3,4.4
2923209,4.3,5.6
2923308,4.3,4.6
2923357,4.1,4.1
2923407,4.2,4.5
2923506,5.2,5.5
2923605,5.1,5.1
2923704,4.4,4.2
2923803,5.1,4.9
2923902,5.3,5
2924009,5.3,5.1
2924058,-,4.9
2924108,3.7,4.2
2924207,3.8,3.6
2924306,5.9,6.6
2924405,3.5,4
2924504,4.8,4.9
2924603,4.5,5
2924652,5.1,5.5
2924678,4.4,4.4
2924702,5.8,6.6
2924801,3.9,4.8
2924900,5.2,5.4
2925006,4.8,5.4
2925105,4.7,5
2925204,5.2,5.7
2925253,3.6,4.8
2925303,4.5,4.8
2925402,4.2,4.4
2925501,4.1,4.4
2925600,5.1,5.1
2925709,4.9,4.5
2925758,4.8,4.9
2925808,4.7,4.8
2925907,4.1,4.2
2925931,4.6,5.4
2925956,4.3,4.5
2926004,4,4.3
2926103,4.6,4.8
2926202,4.2,4
2926301,3.9,4.8
2926400,6.1,5.5
2926509,4,4.2
2926608,5.5,5.8
2926657,3.8,4.2
2926707,6.2,5.1
2926806,5.2,5.3
2926905,4.3,4.6
2927002,4.8,4.8
2927101,5.2,4.7
2927200,4.4,4.8
2927309,4.4,5.1
2927408,5.3,5.6
2927507,4,4.1
2927606,5.1,4.7
2927705,4.3,4.8
2927804,4.3,4.7
2927903,4.3,5
2928000,4.5,4.7
2928059,3.7,4.2
2928109,5,4.9
2928208,4.6,5
2928307,3.5,4.1
2928406,4,4.6
2928505,4.6,4.8
2928604,4.5,4.7
2928703,4.8,4.8
2928802,4.4,4.3
2928901,4.9,5
2928950,4.3,4.4
2929008,4,4.9
2929057,5.4,5.5
2929107,4.9,4.7
2929206,5,4.6
2929255,5,5.6
2929305,4.3,4.4
2929354,3.7,4.3
2929370,4.2,4
2929404,4.9,5
2929503,4.9,5.5
2929602,4.7,4.6
2929701,4.3,4.7
2929750,4.2,5
2929800,4.1,4.5
2929909,5.8,6.2
2930006,6.4,6.1
2930105,4,4.4
2930154,4.6,4.8
2930204,4.1,4.5
2930303,4.9,5
2930402,4.3,4.5
2930501,3.8,3.8
2930600,5.4,5.4
2930709,4.5,4.6
2930758,4.6,4.2
2930766,4.1,3.9
2930774,5.1,5.2
2930808,5.9,5.7
2930907,4.5,4.8
2931004,4.3,5.7
2931053,5.2,6.2
2931103,4.2,4
2931202,4.2,4.3
2931301,5.3,6
2931350,5,4.9
2931400,4.1,4.2
2931509,4.5,4.5
2931608,4.1,3.9
2931707,3.7,4.4
2931806,4.7,5.4
2931905,5.1,5
2932002,5.2,5.3
